"","X.1","X","all_comments.authorDisplayName","all_comments.likeCount","all_comments.textOriginal","all_comments.publishedAt"
"1634",1634,1634,"KRAZe4KiCKS",0,"He's not a suspect, he did it","4/2/18"
"1635",1635,1635,"Ìâå ÌÄåÝÌÄåÏyuki",1,"Put this dude on death row","4/2/18"
"1636",1636,1636,"TitanPrime",0,"Send him to Supermax for 60 years and then receive death penalty.","4/2/18"
"1637",1637,1637,"Malik Number 12",0,"Judge: 340 years in prison sound good sir?","4/2/18"
"1638",1638,1638,"Liam Lomg",0,"#freenicholascruz","4/2/18"
"1639",1639,1639,"Scott W",0,"Let the pos burn.","4/2/18"
"1640",1640,1640,"Brad Feather7",0,"First","4/2/18"
"1641",1641,1641,"Brad Feather7",0,"I like my own life and I like uuiuuu","4/2/18"
"1642",1642,1642,"NLMB Boolin",4,"All I can say is I want to beat the cheeks outta judge Elizabeth. Ya heard me","4/2/18"
"1643",1643,1643,"Conor Condon",0,"There should be more stories on borges","4/2/18"
"1644",1644,1644,"Flacko Vlogs",0,"Fuck the boy i wanna smash the jugde","4/2/18"
"1645",1645,1645,"Alec Jarmyn",0,"Scum.","4/2/18"
"1646",1646,1646,"Ìâå_ÌâåÑÌÄåÌâåÉÌÄåÏÌÄå±_ÌâåÑ",0,"The judge hot asf _ÌâåªÌâåÉÌâå","4/2/18"
"1647",1647,1647,"Young Jesus",0,"He doesnt belong to jail he should be in some ASYLUM :D","4/2/18"
"1648",1648,1648,"BigDog",0,"HES KOMING BACK.... WITH MINIGUN AND NUKES","4/2/18"
"1649",1649,1649,"Obama Gaming",0,"The skin head lesbian is melee retarded","4/2/18"
"1650",1650,1650,"Hazardous 088",0,"Holy shit, that judge is hot!","4/2/18"
"1651",1651,1651,"Madison",0,"My blood pressure goes up when I watch this shit. I should stop watching depressing news.","4/2/18"
"1652",1652,1652,"Bright stars",0,"I say allowing him to live his "" life in a cell closet is more justice than a death penalty there wouldn't be any satisfaction to put a killer death so quickly and easily I say make him face his crimes  I don't believe that death is necessary","4/2/18"
"1653",1653,1653,"Sean Leclerc",0,"Just kill him already","4/2/18"
"1654",1654,1654,"Joseph boii",0,"Finally","4/2/18"
"1655",1655,1655,"Wehrmacht Sniper.",0,"The three sheriffs or school security who fled the active shooting scene  ,, where are they now? Why doesnÌâå_ÌâåÑÌÄåöt the media question their escaping heroics?? Drugged American minds and brainwashed by the media to make the same believe all the Bull shit ..","4/2/18"
"1656",1656,1656,"Jordan Martinez",0,"Fuck his family and not only that fuck him let him die and fuck his family let that fucker die","4/2/18"
"1657",1657,1657,"Cordell Martinez",0,"I'd pipe the judge","4/2/18"
"1658",1658,1658,"Soviet Doggo",2,"He is innocent","4/2/18"
"1659",1659,1659,"Omar Enriquez",0,"Chrome Red smh _Ìâåª__Ìâå_ÌâåÑÌâåÌâå_ÌÄåöÌÄå_Ìâå«ÌÄåªÌâå","4/18/18"
"1660",1660,1660,"Rainbow_waif",0,"JazzyENT. IMVU yea it really sucks that white cops drive around in Abrams tanks ready to incinerate anyone who shows an inch of black flesh. Oh wait. ThatÌâå_ÌâåÑÌÄåös not how it works. Stop blaming others because so many blacks decide to commit crimes. ItÌâå_ÌâåÑÌÄåös nobodyÌâå_ÌâåÑÌÄåös fault for the black community being behind except the people of that community. And your clearly a racist piece of Shit.","4/4/18"
"1661",1661,1661,"Gprix 77",0,"Don Johnson 
first of all no its not
Second of all based on your logic what you just said would be copying. You see what i did there slob, by you using that joke right there that is stealing.

GTFO of this comment you vile piece of hypocritical shit","4/7/18"
"1662",1662,1662,"Don Johnson",0,"Calm down kid...
First of all, it is stealing because it's not original; you literally just copied the same exact joke from another page.
Second of all, someone calling my mother gay is a joke because it's funny, originally delivered, and it exaggerates, specifically the sexuality of my mother.","4/7/18"
"1663",1663,1663,"Gprix 77",0,"Don Johnson its not fucking stealing a joke if you simply use it fuckhead, by what your telling me the next time anyone says u mom gay or says some other shit they are stealing a joke to? Get the fuck out of here you stupid fucking troll","4/7/18"
"1664",1664,1664,"Don Johnson",0,"Oh, you based it off another joke huh? -The lies you tell-
Then why is the same exact joke right here: https://www.youtube.com/watch?v=dmnymCDPrDk
And it was published in April of 2017, merely a year ago.

Very suspect shithead. Accept it, you stole the damn joke.","4/7/18"
"1665",1665,1665,"Napzie",0,"l o l eat a cock","4/15/18"
"1666",1666,1666,"FaZeKid.exe",0,"Degenerated Commie, dindu nuffin","4/12/18"
"1667",1667,1667,"Chima Achuko",3,"These comments are brutal","4/1/18"
"1668",1668,1668,"Ethos",0,"WhoÌâå_ÌâåÑÌÄåös the judge sheÌâå_ÌâåÑÌÄåös hot af","4/1/18"
"1669",1669,1669,"Keon Torres",0,"U know there a story behind all this ...","4/1/18"
"1670",1670,1670,"Banana Surplus",0,"Sad for the families but what about the teens who were protesting for gun reform or whatever who were bullying him?","4/1/18"
"1671",1671,1671,"jack 21",0,"For those who support penalty of death, you are becoming like him.Taking his life.He won't suffer too much.I thing that its worse being on jail the rest of your life,knowing that you will die there...Than 1 or 2 minuts of suffering but then you are death and you don't feel anything...So...","4/1/18"
"1672",1672,1672,"Kyle Andersen",0,"Should b hung by the neck on live tv so people see what happens to u if u do something like this","4/1/18"
"1673",1673,1673,"Duces Tecum",1,"Gorgeous Judge!!","4/1/18"
"1674",1674,1674,"Jesus Christ",0,"The judge is hot","4/1/18"
"1675",1675,1675,"Nogs 18",0,"The judge is hot","4/1/18"
"1676",1676,1676,"Millie Dud",0,"Ìâå_ÌâåÑÌâåÉSuspectÌâå_ÌâåÑÌÄåö not really a suspect is he _Ìâåª_ÌâåÓ","4/1/18"
"1677",1677,1677,"Meme S. Tealer",0,"I would say Ìâå_ÌâåÑÌâåÒyour honor, can I fuck ya?Ìâå_ÌâåÑÌâå","4/1/18"
"1678",1678,1678,"Meme S. Tealer",0,"Damn, that judge is fine as FUCK","4/1/18"
"1679",1679,1679,"Meme S. Tealer",0,"If he asks for noodles, give him passer saying Ìâå_ÌâåÑÌâåÒyour dickÌâå_ÌâåÑÌâå. Talking about last meal of course","4/1/18"
"1680",1680,1680,"Meme S. Tealer",0,"Beat his ass almost to death let him recover and beat his ass and do the same thing over and over. And hand cuff him to a bed and have a big boobed lady come over, have her strip but the guy canÌâå_ÌâåÑÌÄåöt touch her XD","4/1/18"
"1681",1681,1681,"JJ Tremelle",0,"The judge is hot af","4/1/18"
"1682",1682,1682,"WhitewidowZzz",0,"The problem with high capacity weapons is, it gives weak, powerless human beings like this the ability to kill 17 people and injure 17 others..","4/1/18"
"1683",1683,1683,"dab dab dab do cuz o do",0,"Just saying that judge is hot","4/1/18"
"1684",1684,1684,"AngryWhiteGuy",0,"Let him go free lmao","4/1/18"
"1685",1685,1685,"Tom M",0,"This kids a gangster.....dont bully ppl or this will happen","4/1/18"
"1686",1686,1686,"crazy gamer",0,"Lol I'm just wondering how cute the judge is","4/1/18"
"1687",1687,1687,"Eclectic Reader",0,"""School Shooting Suspect 'Stands Mute' in Court, Facing Death Penalty""

In the words of Pythagoras, ""Silence gives consent"".","4/1/18"
"1688",1688,1688,"jessestylex",0,"I hate how the police protect and guard these killers. Lets the families serve justice.","4/1/18"
"1689",1689,1689,"Aktiver Kokser",0,"Torture him everyday until he dies","4/1/18"
"1690",1690,1690,"Adam White",0,"*Terrorist!","4/1/18"
"1691",1691,1691,"Igor BariÌÄå_ÌÄå¦",0,"_ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ_","4/1/18"
"1692",1692,1692,"Mr. Omen",1,"If this guy was a muslim you would see in the news MUSLIM TERRORIST KILLS.. shame","4/1/18"
"1693",1693,1693,"Fuck Google+",0,"Execute him and every NRA member who supported him in causing the massacre.","4/1/18"
"1694",1694,1694,"PriMeru cVx",0,"Look at all the tough fucking pussies in the comments threatening him like they'd do something, stop hiding behind your screens keyboard warriors. Stay strong nick, you're a bad ass!","4/1/18"
"1695",1695,1695,"Slick Boi",0,"FUCK NIKOLAS CRUZ, HE GONNA BURN IN HELL","4/1/18"
"1696",1696,1696,"Hazyj peepme",0,"So we pay for him for the rest of his life....put him in gp with no protection let em get raped 100 or so times he'll kill himself.","4/1/18"
"1697",1697,1697,"Natural bodybuilder & reefer",0,"Wtf what else do they need to sentence him to death","4/1/18"
"1698",1698,1698,"Chanel AK",0,"FUCK ALL DAT","4/1/18"
"1699",1699,1699,"Chanel AK",0,"I HOPE HE DIES","4/1/18"
"1700",1700,1700,"Edgy Cat",0,"This is why you don't bully that one white kid","4/1/18"
"1701",1701,1701,"Cyanid e",1,"He looks exactly like i imagined him in my dreams.","4/1/18"
"1702",1702,1702,"Fire Eyes",0,"Life in Prison, what a waist of time and tax payers money.  Death Penalty  is what they deserve.","4/1/18"
"1703",1703,1703,"Chris Letham",0,"Judge is a stone cold milf","4/1/18"
"1704",1704,1704,"Katcr _10",0,"Why would someone ever say, Ìâå_ÌâåÑÌâåÒ death penalty is easierÌâå_ÌâåÑÌâå 
I honestly do not understand why people say that, to me if I did ( which I wouldnÌâå_ÌâåÑÌÄåöt) kill someone I would want life sentence bc I have time to come closer to god and repent of my sins, but if you did death penalty you wouldnÌâå_ÌâåÑÌÄåöt have time to ask for forgiveness from god or get saved bc all that would cross your mind is what is my last meal gonna be or IÌâå_ÌâåÑÌÄåöm so scared or I donÌâå_ÌâåÑÌÄåöt want to die. And when you die there usually no going back unless god sees that you a worthy of another chance and god always will go through that thought process bc he loves you. And once youÌâå_ÌâåÑÌÄåöre in hell you are confronted with evil and you will stay there for eternity.

And I can already see ppl commenting stuff like gods not real or youÌâå_ÌâåÑÌÄåöre dumb and bla bla bla but I donÌâå_ÌâåÑÌÄåöt really care because I have my beliefs and I thatÌâå_ÌâåÑÌÄåös what I know, god is our father and he loves us end of story ( but hey IÌâå_ÌâåÑÌÄåöm not the type of Christian to force my religion on people because god wants us to come to him when we actually feel love for him, not fake love because you feel pressured). Also I can also tell ppl are gonna be like why bring in religion, well IÌâå_ÌâåÑÌÄåöm just saying what I think goes on with why I rather choose life sentence if I ever did something horrible and sinful like that.","4/1/18"
"1705",1705,1705,"Mr. Tree",0,"Kill that fucking retard","4/1/18"
"1706",1706,1706,"Issac Issac",0,"Kill him already","4/1/18"
"1707",1707,1707,"TheMonsterHunterTV",0,"Now the americans are happy that there is a new kid to be executed","4/1/18"
"1708",1708,1708,"Jorge salas",0,"Yo this judge fine as hell","4/1/18"
"1709",1709,1709,"Gairick Twenty Six",0,"Judge is kinda cute","4/1/18"
"1710",1710,1710,"romeroskaterboy",0,"Mexican saving lives. Welcome.","4/1/18"
"1711",1711,1711,"Spencer Laughlin",0,"Id let him rot in prison for life","4/1/18"
"1712",1712,1712,"ninuxy",0,"Looks like one of Tramp's/NRA's devotees.","4/1/18"
"1713",1713,1713,"Kevin Smith",0,"Always thought U S schools had metal detectors, are guns plastic now or why did they get rid of metal detectors in the 90s ? Or were the metal detectors just an old wives tale ? And if they donÌâå_ÌâåÑÌÄåöt have them why the hell not with all the shootings ?","4/1/18"
"1714",1714,1714,"andreisabe",0,"Holy shit, I'd let that judge prosecute me as long she wished.","4/1/18"
"1715",1715,1715,"J1.92c",0,"I guess they would bully him no more...","4/1/18"
"1716",1716,1716,"Roderick Pollock",0,"Ok what you should do is every 6 months remove body parts until he is down to only his torso and ONLY ABSOLUTELY NECESSARY body parts. Hehheheehheheheheh","4/1/18"
"1717",1717,1717,"ExHaust Games",0,"R u fuckin serious rn you solve death with more death is that what your sons and daughters would want.","4/1/18"
"1718",1718,1718,"assaf roden",0,"USA IS A FUCKED UP COUNTRY!!! EVERYONE CAN BUY A SHOTGUN AT THE MALL CLOSE TO HIS HOUSE","4/1/18"
"1719",1719,1719,"Diego Delgado",0,"_ÌâåªÌÄå£Ìâå","4/1/18"
"1720",1720,1720,"Emily",0,"KILL HIM","4/1/18"
"1721",1721,1721,"cyka blyat",0,"That judge is hot.._ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå_","4/1/18"
"1722",1722,1722,"P1_ivan",0,"That judge looks like a snack_ÌâåªÌâåÉÌâå","4/1/18"
"1723",1723,1723,"peter sin",0,"Hey Cruz...just kill yourself.","4/1/18"
"1724",1724,1724,"Fabrizio Pignataro",0,"He deserve respect goddamnit! He is a fucking hero","4/1/18"
"1725",1725,1725,"Riku Soma",0,"Lock him up, give him water and no food. Let him starve.","4/1/18"
"1726",1726,1726,"Spring Evans",0,"The best death penalty for him is to shoot 30 lead in his body and watch him suffer and die.","4/1/18"
"1727",1727,1727,"Robert Atwood",0,"Best I can tell this is a result of bullying maybe they should have left him alone and they would still be alive maybe you should teach your children not to bully one another take advantage of the week some people just want to be left the f*** alone","4/1/18"
"1728",1728,1728,"Colin Hill",0,"Stupid little shit","4/1/18"
"1729",1729,1729,"HardRockMiner",0,"He didn't kill himself because he's a gutless wimp. Gutless wimps kill others but they don't have the balls to take a bullet.","4/1/18"
"1730",1730,1730,"howing .glitch master",0,"School shootings are fun","4/1/18"
"1731",1731,1731,"Omar Jones",0,"Kilk the man and done","4/1/18"
"1732",1732,1732,"Llama Pet",0,"The frames I saw his face I stuck up my middle finger","4/1/18"
"1733",1733,1733,"ChrisPewKreme",0,"WhatÌâå_ÌâåÑÌÄåös the smallest infraction I can commit but still end up in her courtroom?","4/1/18"
"1734",1734,1734,"Lets Gamer",0,"thats what happens when you alienate and bully the shit out of someone, they got what they deserved","4/1/18"
"1735",1735,1735,"ChrisPewKreme",0,"ThereÌâå_ÌâåÑÌÄåös a simple solution to this piece of garbage, .45ACP.","4/1/18"
"1736",1736,1736,"OB Vidz",0,"https://m.youtube.com/watch?v=4ULWhQCQXxs","4/1/18"
"1737",1737,1737,"Kevin K",0,"Give him lethal injection with out any paralysis or numbing. Just the lethal dose so he can suffer","4/1/18"
"1738",1738,1738,"61chrisd",0,"And that sorry ass police should be held accountable as well.","4/1/18"
"1739",1739,1739,"61chrisd",0,"The left act like fathers arenÌâå_ÌâåÑÌÄåöt important and try to make our son passive but a father raises a man from a young age.stand up for the weak and not join in on bullying. Also how to deal with a bullying which is punch him dead in the mouth. ThatÌâå_ÌâåÑÌÄåös how we stop this shit.","4/1/18"
"1740",1740,1740,"Nemanja Delic",0,"Mr. Moseby More like Matthew Santoro","4/2/18"
"1741",1741,1741,"Crimson_Tango",0,"R. FO. It's not about it being too difficult to kill him, it's about giving him a fair trial, something that EVERYONE is entitle to, no exceptions, even scum like him. He will get what's coming to him.","4/20/18"
"1742",1742,1742,"Can i get 200k With no vids",0,"November SAINT why not let him serve two hells","4/19/18"
"1743",1743,1743,"November SAINT",0,"Can i get 200k With no vids hell is worse","4/19/18"
